Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
BML^J,Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 4),,United States,,6408,,
BML^L,Bank of America Corporation Depositary Shares (Each representing a 1/1200th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 5),,United States,,9962,,
BMRA,Biomerica Inc. Common Stock,20354192,United States,,17692,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
BNED,Barnes & Noble Education Inc Common Stock,49317425,United States,2015,558959,Consumer Discretionary,Other Specialty Stores
BNGO,Bionano Genomics Inc. Common Stock,46220001,United States,2018,1661093,Industrials,Biotechnology: Laboratory Analytical Instruments
BNIX,Bannix Acquisition Corp. Common Stock,0,United States,2021,130,Finance,Blank Checks
BNIXR,Bannix Acquisition Corp. Right,0,United States,2021,102,Finance,Blank Checks
BNIXW,Bannix Acquisition Corp. Warrant,0,United States,2021,51200,Finance,Blank Checks
BNOX,Bionomics Limited American Depository Shares,9663780,United States,2021,121670,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BNTC,Benitec Biopharma Inc. Common Stock,13817673,United States,2015,43881,Health Care,Biotechnology: Pharmaceutical Preparations
BNY,BlackRock New York Municipal Income Trust,0,United States,,48477,Finance,Trusts Except Educational Religious and Charitable
BNZI,Banzai International Inc. Class A Common Stock,16563647,United States,2021,437088,,
BNZIW,Banzai International Inc. Warrant,653559,United States,2021,1266,Finance,Blank Checks
BOCN,Blue Ocean Acquisition Corp Class A Ordinary Shares,0,United States,2022,55,Finance,Blank Checks
BOCNW,Blue Ocean Acquisition Corp Warrants,0,United States,2022,800,Finance,Blank Checks
BODI,The Beachbody Company Inc. Class A Common Stock,,United States,2021,18092,Industrials,Industrial Machinery/Components
BOE,Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,0,United States,2005,146462,Finance,Trusts Except Educational Religious and Charitable
BOF,BranchOut Food Inc. Common Stock,9261337,United States,2023,15717,Consumer Staples,Packaged Foods
BOH^A,Bank of Hawaii Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,,United States,,29466,,
BOLT,Bolt Biotherapeutics Inc. Common Stock,46698020,United States,2021,149888,Health Care,Biotechnology: Pharmaceutical Preparations
BOWN,Bowen Acquisition Corp Ordinary Shares,0,United States,2023,203247,,
BOWNU,Bowen Acquisition Corp Unit,0,United States,2023,3302,,
BOXL,Boxlight Corporation Class A Common Stock,8120986,United States,2017,25263,Telecommunications,Telecommunications Equipment
BPT,BP Prudhoe Bay Royalty Trust Common Stock,46224000,United States,,70743,Energy,Integrated oil Companies
BPTH,Bio-Path Holdings Inc. Common Stock,3898526,United States,,23894,Health Care,Biotechnology: Pharmaceutical Preparations
BRAC,Broad Capital Acquisition Corp Common Stock,0,United States,2022,73579,Finance,Blank Checks
BRACR,Broad Capital Acquisition Corp Rights,0,United States,2022,6,Finance,Blank Checks
BRBS,Blue Ridge Bankshares Inc. Common Stock,47419996,United States,,83619,Finance,Commercial Banks
BREZ,Breeze Holdings Acquisition Corp. Common Stock,0,United States,2020,6893,Finance,Blank Checks
BREZR,Breeze Holdings Acquisition Corp. Right,0,United States,2020,6086,Finance,Blank Checks
BREZW,Breeze Holdings Acquisition Corp. Warrant,0,United States,2020,94728,Finance,Blank Checks
BRFH,Barfresh Food Group Inc. Common Stock,17684463,United States,,6945,Consumer Staples,Packaged Foods
BRKH,BurTech Acquisition Corp. Class A Common Stock,0,United States,2022,124,Finance,Blank Checks
BRKHU,BurTech Acquisition Corp. Unit,0,United States,2021,49,Finance,Blank Checks
BRKHW,BurTech Acquisition Corp. Warrants,0,United States,2022,17511,Finance,Blank Checks
BRN,Barnwell Industries Inc. Common Stock,22562200,United States,1965,16905,Energy,Oil & Gas Production
BRTX,BioRestorative Therapies Inc. Common Stock (NV),6024854,United States,,92746,Health Care,Managed Health Care
BRW,Saba Capital Income & Opportunities Fund SBI,0,United States,,152962,Finance,Trusts Except Educational Religious and Charitable
BSFC,Blue Star Foods Corp. Common Stock,1517287,United States,,4876095,,
BSGM,BioSig Technologies Inc. Common Stock,6160860,United States,,150658,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BSL,Blackstone Senior Floating Rate 2027 Term Fund Common Shares of Beneficial Interest,0,United States,2010,31696,Finance,Trusts Except Educational Religious and Charitable
BTA,BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,0,United States,2006,90514,Finance,Trusts Except Educational Religious and Charitable
BTBD,BT Brands Inc. Common Stock,11555943,United States,2021,475,Consumer Discretionary,Restaurants
BTBDW,BT Brands Inc. Warrant,624612,United States,2021,101,Consumer Discretionary,Restaurants
BTCS,BTCS Inc. Common Stock,21703511,United States,,285010,Finance,Finance: Consumer Services
BTCY,Biotricity Inc. Common Stock,9258957,United States,,50356,Health Care,Medical/Dental Instruments
BTMWW,Bitcoin Depot Inc. Warrant,6134987,United States,2022,70913,Finance,Finance: Consumer Services
BTO,John Hancock Financial Opportunities Fund Common Stock,0,United States,1994,80835,Finance,Investment Managers
BTOG,Bit Origin Limited Ordinary Shares,13558179,United States,2019,161395,Finance,Finance: Consumer Services
BTT,BlackRock Municipal 2030 Target Term Trust,0,United States,2012,113806,Finance,Investment Managers
BTTX,Better Therapeutics Inc. Common Stock,8532612,United States,2021,2669357,Health Care,Biotechnology: Pharmaceutical Preparations
BUI,BlackRock Utility Infrastructure & Power Opportunities Trust,0,United States,2011,83442,Finance,Trusts Except Educational Religious and Charitable
BURU,Nuburu Inc. Common Stock,5312783,United States,2020,207032,Technology,Industrial Machinery/Components
BW^A,Babcock & Wilcox Enterprises Inc. 7.75% Series A Cumulative Perpetual Preferred Stock,,United States,,107415,,
BWAQ,Blue World Acquisition Corporation Class A Ordinary Shares,0,United States,2022,14453,Finance,Blank Checks
BWAQR,Blue World Acquisition Corporation Right,0,United States,2022,6,Finance,Blank Checks
BWAQW,Blue World Acquisition Corporation Warrant,0,United States,2022,331,Finance,Blank Checks
BWEN,Broadwind Inc. Common Stock,48403177,United States,,557827,Telecommunications,Metal Fabrications
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,0,United States,2012,45162,Finance,Finance/Investors Services
BXMX,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,0,United States,,199981,Finance,Investment Managers
BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,0,United States,2002,57125,Finance,Investment Managers
BZFD,BuzzFeed Inc. Class A Common Stock,48934094,United States,2021,1969910,Consumer Discretionary,Movies/Entertainment
BZFDW,BuzzFeed Inc. Warrant,5970046,United States,2021,16174,Consumer Discretionary,Movies/Entertainment
C^J,Citigroup Inc. Dep Shs Repstg 1/1000 Pfd Ser J Fixed/Fltg,,United States,,171232,,
C^N,Citigroup Capital XIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS),,United States,,62252,,
CADE^A,Cadence Bank 5.50% Series A ,,United States,,3846,,
CADL,Candel Therapeutics Inc. Common Stock,47139290,United States,2021,57922,Health Care,Biotechnology: Pharmaceutical Preparations
CAF,Morgan Stanley China A Share Fund Inc. Common Stock,0,United States,2006,117900,Finance,Investment Managers
CALC,CalciMedica Inc. Common Stock,24956592,United States,2023,26872,Health Care,Biotechnology: Pharmaceutical Preparations
CAMP,CalAmp Corp. Common Stock,3929006,United States,1983,63353,Technology,Radio And Television Broadcasting And Communications Equipment
CARA,Cara Therapeutics Inc. Common Stock,49577441,United States,2014,1226315,Health Care,Biotechnology: Pharmaceutical Preparations
CARV,Carver Bancorp Inc. Common Stock,8226260,United States,,8449,Finance,Savings Institutions
CASA,Casa Systems Inc. Common Stock,40634689,United States,2017,207466,Technology,Radio And Television Broadcasting And Communications Equipment
CAUD,Collective Audience Inc.. Common Stock,13388118,United States,2021,103388,Finance,Finance: Consumer Services
CBRG,Chain Bridge I Class A Ordinary Shares,0,United States,2021,12,Finance,Blank Checks
CBRGU,Chain Bridge I Units,0,United States,2021,1306,Finance,Blank Checks
CCD,Calamos Dynamic Convertible & Income Fund Common Stock,0,United States,,167350,Finance,Trusts Except Educational Religious and Charitable
CCEL,Cryo-Cell International Inc. Common Stock,46820335,United States,2022,22270,Health Care,Managed Health Care
CCLD,CareCloud Inc. Common Stock,20635056,United States,2014,44815,Technology,Computer Software: Prepackaged Software
CCTS,Cactus Acquisition Corp. 1 Limited Class A Ordinary Share,0,United States,2021,34,Finance,Blank Checks
CCZ,Comcast Holdings ZONES,0,United States,,1,Telecommunications,Cable & Other Pay Television Services
CDAQ,Compass Digital Acquisition Corp. Class A Ordinary Shares,0,United States,2021,55104,Finance,Blank Checks
CDAQU,Compass Digital Acquisition Corp. Unit,0,United States,2021,6,Finance,Blank Checks
CDIO,Cardio Diagnostics Holdings Inc. Common stock,32314181,United States,2022,1101278,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CDIOW,Cardio Diagnostics Holdings Inc. Warrant,2667202,United States,2022,12850,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CDR^B,Cedar Realty Trust Inc. 7.25% Series B Cumulative Redeemable Preferred Stock,,United States,,2308,,
CDR^C,Cedar Realty Trust Inc. 6.50% Series C Cumulative Redeemable Preferred Stock,,United States,,3448,,
CDTTW,Conduit Pharmaceuticals Inc. Warrant,5118808,United States,2022,1040,Health Care,Biotechnology: Pharmaceutical Preparations
CEAD,CEA Industries Inc. Common Stock,4522768,United States,,156949,Industrials,Industrial Machinery/Components
CEADW,CEA Industries Inc. Warrant,98532,United States,,15070,,
CEE,The Central and Eastern Europe Fund Inc. (The) Common Stock,0,United States,,7532,Finance,Finance Companies
CEI,Camber Energy Inc. Common Stock,24678422,United States,,3155922,Energy,Oil & Gas Production
CELUW,Celularity Inc. Warrant,906167,United States,2019,6724,Health Care,Biotechnology: Pharmaceutical Preparations
CELZ,Creative Medical Technology Holdings Inc. Common Stock,5706798,United States,,9543,Health Care,Biotechnology: Pharmaceutical Preparations
CEM,ClearBridge MLP and Midstream Fund Inc. Common Stock,0,United States,2010,37922,Finance,Trusts Except Educational Religious and Charitable
CERO,CERo Therapeutics Holdings Inc. Common Stock,29209913,United States,2021,4392,,
CEROW,CERo Therapeutics Holdings Inc. Warrants,602174,United States,2021,21213,,
CETX,Cemtrex Inc. Common Stock,3694726,United States,,25351,Technology,Electrical Products
CETY,Clean Energy Technologies Inc. Common Stock,26226107,United States,,140267,Utilities,Power Generation
CFFS,CF Acquisition Corp. VII Class A Common Stock,0,United States,2022,574,Finance,Blank Checks
CFFSW,CF Acquisition Corp. VII Warrant,0,United States,2022,4000,Finance,Blank Checks
CFG^D,Citizens Financial Group Inc. Depositary Shares each representing a 1/40th Interest in a Share of 6.350% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D,,United States,,15034,,
CFG^E,Citizens Financial Group Inc. Depositary Shares Each Representing 1/40th Interest in a Share of 5.000% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series E,,United States,,20078,,
CFR^B,Cullen/Frost Bankers Inc. Depositary Shares each representing a 1/40th ownership interest in a share of 4.450% non-cumulative perpetual preferred stock Series B,,United States,,6466,,
CFSB,CFSB Bancorp Inc. Common Stock,49214204,United States,2022,58,Finance,Major Banks
CGO,Calamos Global Total Return Fund Common Stock,0,United States,2005,36479,Finance,Investment Managers
CGON,CG Oncology Inc. Common stock,0,United States,2024,528850,,
CHCI,Comstock Holding Companies Inc. Class A Common Stock,45364228,United States,2004,3707,Finance,Real Estate
CHI,Calamos Convertible Opportunities and Income Fund Common Stock,0,United States,2002,168391,Finance,Investment Managers
CHN,China Fund Inc. (The) Common Stock,0,United States,,30848,Finance,Investment Managers
CHW,Calamos Global Dynamic Income Fund Common Stock,0,United States,2007,394209,Finance,Investment Managers
CHY,Calamos Convertible and High Income Fund Common Stock,0,United States,2003,126988,Finance,Investment Managers
CIF,MFS Intermediate High Income Fund Common Stock,0,United States,,103329,Finance,Trusts Except Educational Religious and Charitable
CIK,Credit Suisse Asset Management Income Fund Inc. Common Stock,0,United States,,93217,Finance,Finance/Investors Services
CIM^A,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock,,United States,,8004,,
CIM^B,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,23471,,
CIM^C,Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate  Cumulative Redeemable  Preferred Stock,,United States,,5574,,
CIM^D,Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,15760,,
CING,Cingulate Inc. Common Stock,1082235,United States,2021,218421,Health Care,Biotechnology: Pharmaceutical Preparations
CINGW,Cingulate Inc. Warrants,9464,United States,2021,333620,Health Care,Biotechnology: Pharmaceutical Preparations
CISO,CISO Global Inc. Common Stock,20359942,United States,,792128,Technology,Computer Software: Prepackaged Software
CITE,Cartica Acquisition Corp Class A Ordinary Shares,0,United States,2022,218,Finance,Blank Checks
CITEW,Cartica Acquisition Corp Warrant,0,United States,2022,34687,Finance,Blank Checks
CKX,CKX Lands Inc. Common Stock,26575787,United States,2003,1226,Energy,Oil & Gas Production
CLDT^A,Chatham Lodging Trust (REIT) 6.625% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,,United States,,4018,,
CLIR,ClearSign Technologies Corporation Common Stock (DE),47821637,United States,2012,15444,Industrials,Industrial Machinery/Components
CLM,Cornerstone Strategic Value Fund Inc. New Common Stock,0,United States,2003,1568019,Finance,Finance/Investors Services
CLNN,Clene Inc. Common Stock,48451208,United States,,602924,Health Care,Biotechnology: Pharmaceutical Preparations
