Ticker,Financial_currentPrice,Financial_totalCash,Financial_totalCashPerShare,Financial_ebitda,Financial_totalDebt,Financial_quickRatio,Financial_currentRatio,Financial_totalRevenue,Financial_debtToEquity,Financial_revenuePerShare,Financial_returnOnAssets,Financial_returnOnEquity,Financial_freeCashflow,Financial_ebitdaMargins,Financial_profitMargins,KeyStats_enterpriseValue,KeyStats_sharesOutstanding,KeyStats_heldPercentInsiders,KeyStats_priceToBook,KeyStats_enterpriseToEbitda,SharePurchase_period,SharePurchase_buyInfoCount,SharePurchase_buyInfoShares,SharePurchase_buyPercentInsiderShares,SharePurchase_sellInfoCount,SharePurchase_sellInfoShares,SharePurchase_sellPercentInsiderShares,SharePurchase_netInfoCount,SharePurchase_netInfoShares,SharePurchase_netPercentInsiderShares,SharePurchase_totalInsiderShares
MMD,16.45,7131536,0.255,,190510000,5.579,5.579,26261020,40.71,0.94,0.01867,0.04146,9384543,0.0,0.74214995,642774208,27926800,0.00027000002,0.9816793,,6m,0,0,,0,,,0,0,,7540
MMU,10.15,,,,296354592,0.719,0.721,32017880,47.216,0.585,0.01827,0.04691,22469660,0.0,0.84193003,,54767800,0.0,0.8856893,,6m,0,0,,0,,,0,0,,0
MNPR,1.06,8494851,0.571,,0,4.286,4.323,,,,-0.53326,-0.99205,-4275586,0.0,0.0,7263533,14866400,0.60959,2.274678,,6m,0,0,,0,,,0,0,,9062409
MNTS,0.75,9750000,1.486,-74493000,12166000,0.446,0.916,2186000,283.458,1.176,-0.66302,-2.46978,-41056624,0.0,0.0,7337666,11971400,0.014149999,0.47199497,-0.099,6m,1,1375,0.003,6,324809,0.78,7,-323434,-0.77699995,92855
MNTSW,0.0118,9750000,1.486,-74493000,12166000,0.446,0.916,2186000,283.458,1.176,-0.66302,-2.46978,-41056624,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
MOBXW,0.2459,14796000,0.573,-42271000,6473000,0.704,0.74,830000,148.259,0.05,-0.92127,,-6012500,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
MODD,1.97,2047000,0.093,-16439912,1277000,1.423,1.628,,33.212,,-1.4043499,-2.82426,-8824041,0.0,0.0,42371144,30990000,0.10326,10.883979,-2.577,6m,0,0,,0,,,0,0,,2261296
MOVE,0.585,7669000,0.151,-31531000,273000,1.431,1.659,,5.522,,-1.31827,-3.18882,-15654375,0.0,0.0,22325482,55676600,0.16524,6.0309277,-0.708,6m,0,0,,0,,,0,0,,8395176
MPA,11.9,,,,96453576,0.157,0.163,10494674,56.582,0.806,0.01914,-0.03026,4201714,0.0,-0.5129,,13024800,0.0,0.90922976,,6m,0,0,,0,,,0,0,,0
MRAI,1.53,3018424,0.386,-29591124,24428478,0.226,0.822,36076632,,5.799,-0.63907003,-13.59593,-9507507,-0.82023,-0.89418,33360310,9423050,0.66247004,,-1.127,6m,0,0,,0,,,0,0,,5174305
MRDB,0.3099,10433000,0.154,-38756000,26830000,0.299,0.376,53920000,,0.802,-0.48061,,-7150500,-0.71876997,-0.88889,37392548,67749400,0.43195,,-0.965,6m,0,0,,0,,,0,0,,29264368
MRIN,0.2954,11363000,0.629,-19511000,1912000,3.557,3.918,17731000,14.019,1.004,-0.3976,-0.94566,-8029250,-1.10039,-1.23608,-4113967,18067100,0.063439995,0.39125827,0.211,6m,1,5000,0.004,3,170309,0.13,4,-165309,-0.126,1146179
MRKR,3.97,17473900,1.966,-21932096,0,6.317,7.011,8513744,,0.981,-0.51230997,-1.24674,-19333748,-2.57608,-1.0912,17815510,8889020,0.12186,2.1117022,-0.812,6m,0,0,,0,,,0,0,,1083216
MS^A
MS^E
MS^F
MS^I
MS^K
MS^L
MS^O
MS^P
MSAI,2.825,1722000,2.621,-9826000,4153000,0.168,1.033,5836000,81.145,10.945,,,,-1.6836901,-2.22584,4286951,11956800,0.74442,,-0.436,6m,0,0,,0,,,0,0,,489064
MSAIW,0.0492,1722000,2.621,-9826000,4153000,0.168,1.033,5836000,81.145,10.945,,,,-1.6836901,-2.22584,,,,,,6m,0,0,,0,,,0,0,,0
MSD,7.24,91000,0.005,,803000,0.707,1.108,13865000,0.527,0.686,0.04691,0.07829,,0.0,0.8634,147020560,20208400,0.0,0.9602122,,6m,0,0,,0,,,0,0,,0
MSDL,19.87,,,,,,,,,,,,,,
MSGM,2.2945,1182342,0.434,-17912036,250133,0.237,0.358,8932997,50.137,4.06,-0.67929,-5.8657203,-10073877,-2.00515,-2.4285898,5401426,2722730,0.54446,15.095396,-0.302,6m,0,0,,0,,,0,0,,1482416
MSN,0.52,22142000,1.052,,337000,10.481,13.279,8740000,1.243,0.415,-0.04854,0.0671,-7744250,0.0,0.20136999,-7552821,21042700,0.72440004,0.45977008,,6m,0,0,,0,,,0,0,,15243298
MSS,1.57,8601347,0.437,286578,26721656,1.172,1.715,57339472,279.124,3.551,0.00055,0.38459,-1055522,0.005,0.022780001,49380532,17450500,0.83051,3.1462927,172.311,6m,0,0,,0,,,0,0,,16353138
MSSA,11.07,,,-598332,2125931,,11.464,,,,-0.00505,,55032440,0.0,0.0,,6407420,0.44869998,1383.7499,,6m,0,0,,0,,,0,0,,1290012
MSSAR,0.11,,,-598332,2125931,,11.464,,,,-0.00505,,55032440,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
MSSAW,0.0121,,,-598332,2125931,,11.464,,,,-0.00505,,55032440,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
MTAL,12.07,43732000,0.871,,442153984,0.286,0.394,18576000,122.403,0.531,-0.00435,-0.14725,130336608,0.0,-1.35867,996236864,69354200,0.41554,1.6175288,,6m,0,0,,0,,,0,0,,20875294
MTB^H
MTEM,3.72,15811000,2.942,-18780000,12812000,0.735,1.055,52901000,188.384,12.92,-0.20093,-4.78864,-31755250,-0.355,-0.49574003,16993276,5374270,0.05165,2.9407115,-0.905,6m,0,0,,0,,,0,0,,277580
MTEX,8.8,7928000,4.262,-1177000,6265000,0.323,1.086,133596000,58.551,71.633,-0.03536,-0.47709,-2714250,-0.00881,-0.05234,14706355,1860150,0.45437,1.5299027,-12.495,6m,0,0,,0,,,0,0,,845198
MTR,10.11,1605642,0.862,,0,1.0,1.965,5036206,,2.702,0.7555,1.6331799,,0.0,0.88668,25789132,1863590,0.0,6.5099807,,6m,0,0,,0,,,0,0,,0
MULN,6.56,81512264,12.44,-262989424,20517996,0.845,1.488,366000,7.549,0.229,-0.42409,-4.7319,-331414976,0.0,0.0,43248604,6552470,0.01713,0.18334265,-0.164,6m,140,238749992,0.0,31,18174712,0.0,171,220575281,-1.0009999,112243
MVLA,0.288,51008000,1.002,-15439000,53734000,4.878,5.666,39907000,74.166,1.365,-0.10481,-0.26064,-11973250,-0.38687,-0.45,18523340,50907400,0.18031,0.20556743,-1.2,6m,0,0,,0,,,0,0,,9179119
MVLAW
MVSTW,0.0742,92894000,0.295,-100714000,158240000,0.622,1.201,266839008,27.892,0.863,-0.07586,-0.19527,-96839128,-0.37743,-0.43284,,,,,,6m,0,0,,0,,,0,0,,0
MXC,9.92,3578938,1.706,4136104,33553,17.643,17.853,7012786,0.193,3.3,0.082329996,0.119119994,2689003,0.58979,0.28351,17265168,2097840,0.57195,1.1954688,4.174,6m,0,0,,0,,,0,0,,1199858
MXE,11.03,,,,0,1.256,1.256,3078579,,0.7,0.020869998,0.35334998,,0.0,6.3945003,,4400210,0.0,0.7403678,,6m,0,0,,0,,,0,0,,0
MXF,18.15,,,,0,0.993,36.896,11609015,,0.774,0.01681,0.22222,,0.0,5.55576,225978672,14771900,0.026919998,0.85974133,,6m,0,0,,0,,,0,0,0.0,403940
MYMD,3.2,8472601,4.994,,93145,1.488,1.709,,0.578,,-0.45354998,-0.31257,-3446438,0.0,0.0,-2196934,2091640,0.04356,0.326464,,6m,23,1051662,0.0,2,28938,0.0,25,1022724,-1.0780001,73907
MYN,10.43,,,,266786672,0.33,0.36,29258372,58.896,0.756,0.02088,-0.00424,9897473,0.0,-0.06756,,38721700,0.0,0.89160544,,6m,0,0,,0,,,0,0,,0
MYPSW,0.06,129807000,0.968,17911000,10764000,4.708,4.917,313152000,3.561,2.37,-0.00566,-0.0040700003,19618000,0.0572,-0.00393,,,,,,6m,0,0,,0,,,0,0,,0
NAC,11.1,,,,1228321536,3.108,3.108,130698568,67.797,0.903,0.02056,-0.14374,66773664,0.0,-2.19565,2590278400,144735008,0.0,0.88672316,,6m,0,0,,0,,,0,0,,0
NAD,11.37,,,,1990830464,2.826,2.826,223320912,73.806,0.957,0.024489999,0.01582,246173216,0.0,0.19346,,233404992,0.0,0.9838193,,6m,2,17060,0.0,1,802,0.0,3,16258,-1.0,0
NAII,5.9,32133000,5.277,1181000,16481000,2.083,4.056,127764000,20.58,21.871,-0.01422,-0.04696,5840625,0.0092400005,-0.03216,20271996,6088810,0.20851,0.42037764,17.165,6m,0,0,,0,,,0,0,,1269578
NAOV,0.9593,3787000,1.851,-4184092,19000,1.597,2.997,1004000,0.405,0.616,-0.41615,-1.2639,-2154183,0.0,0.0,-1804976,2046350,0.0057300003,0.3767871,0.431,6m,0,0,,0,,,0,0,,11725
NAZ,10.9,,,,7013932,0.377,0.377,9474453,3.055,0.817,0.01827,-0.14883,-2587258,0.0,-2.56232,,11595900,0.0,0.8945424,,6m,0,0,,0,,,0,0,,0
NBB,15.6,,,,,,,,,,,,,0.0,0.0,,29394800,0.0,,,6m,0,0,,0,,,0,0,,0
NBH,10.33,99898,0.003,,227900000,0.814,0.816,17099254,72.051,0.577,0.01935,0.0081400005,,0.0,0.12484,533754656,29618100,0.0,0.967319,,6m,0,0,,0,,,0,0,,0
NBSE,0.915,12570359,3.371,-23408468,5335165,7.211,7.403,,58.393,,-0.43032002,-0.93461996,-15184278,0.0,0.0,-3822970,3729210,0.13437,0.37346938,0.163,6m,1,61076,0.066,2,489520,0.527,3,-428444,-0.461,501093
NBST,10.79,13322,0.002,,1626594,0.0,0.0,,,,-0.021300001,,33587608,0.0,0.0,64814976,5857430,0.60875,,,6m,0,0,,0,,,0,0,,3565712
NBSTW,0.04,13322,0.002,,1626594,0.0,0.0,,,,-0.021300001,,33587608,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
NBY,0.148,3472000,0.532,-6618000,2999000,0.96,1.797,14642000,42.618,4.95,-0.24462,-1.31963,-1085750,-0.45199,-0.93825996,2470336,6529300,0.024389999,0.19096775,-0.373,6m,0,0,,0,,,0,0,,159249
NCA,8.86,1675325,0.051,,0,4.112,4.112,12640288,,0.382,0.02111,-0.080790006,,0.0,-2.0674,265838896,33108200,0.0,0.9612672,,6m,0,0,,0,,,0,0,,0
NCPL,0.1475,528827,0.056,1284886,2435124,0.714,0.776,8935906,6.224,1.269,0.01843,0.07364,1989934,0.14378999,0.28596002,3301519,14259100,0.20161,0.035662472,2.57,6m,0,0,,0,,,0,0,,1907055
NCPLW,0.0162,528827,0.056,1284886,2435124,0.714,0.776,8935906,6.224,1.269,0.01843,0.07364,1989934,0.14378999,0.28596002,,,,0.0019501626,,6m,0,0,,0,,,0,0,,0
NCSM,15.35,11398000,4.673,3106000,13985000,2.304,4.542,147410000,20.361,59.892,-0.00611,-0.46716,2977625,0.021070002,-0.27687,58092584,2439130,0.10502,0.73958087,18.703,6m,0,0,,0,,,0,0,,256157
NCV^A
NCZ^A
NDP,31.365,,,,,,,,,,,,,0.0,0.0,,1666010,0.0038299998,,,6m,0,0,,0,,,0,0,,0
NDRA,1.1482,3334536,0.394,-12242368,648903,1.537,2.949,,12.488,,-0.77563006,-1.54423,-5563619,0.0,0.0,7022309,11035700,0.04117,1.857929,-0.574,6m,0,0,,0,,,0,0,,348089
NEA,11.01,390934,0.001,,2454122240,3.325,3.325,268218784,64.463,0.897,0.02095,-0.0033500001,89508392,0.0,-0.04867,5249731072,298992000,0.0,0.86481816,,6m,0,0,,0,,,0,0,,0
NEE^N
NEE^R
NEN,70.0,16701676,142.91,36416368,409253120,0.501,0.794,73249376,,20.537,0.03234,,21465878,0.49716,0.11327,400081632,3540030,0.31707,,10.986,6m,0,0,,0,,,0,0,,37055
NEOV,1.115,1499292,0.045,,0,313.119,482.219,3132830,,0.094,-0.18923001,-0.30135,-1207760,0.0,-0.61876,35558948,33236100,0.14842,6.5588236,,6m,0,0,,0,,,0,0,,4932901
NEOVW,0.15,1499292,0.045,,0,313.119,482.219,3132830,,0.094,-0.18923001,-0.30135,-1207760,0.0,-0.61876,,,,1.1811024,,6m,0,0,,0,,,0,0,,0
NEPH,3.01,4622000,0.441,-1419000,780000,3.318,4.653,13542000,9.047,1.308,-0.09195,-0.18019,1663375,-0.10479,-0.1358,27717646,10484900,0.12029,3.6618004,-19.533,6m,0,0,,0,,,0,0,,1261232
NERV,2.6,40912576,5.85,-23114134,82016824,12.248,12.574,,,,-0.25806,,-12688903,0.0,0.0,59287104,6993410,0.22257,,-2.565,6m,0,0,,0,,,0,0,,1556522
NETD,10.46,,,,158006,,,,899.141,,,,,0.0,0.0,310952992,30500000,,10460.0,,6m,0,0,,0,,,0,0,,0
NETDU,10.51,,,,158006,,,,899.141,,,,,0.0,0.0,313088000,,,10510.0,,6m,0,0,,0,,,0,0,,0
NEXI,6.5,9000210,8.506,-43792584,604638,1.457,1.663,,7.325,,-0.77615,-1.56795,-21104904,0.0,0.0,-1517759,1302520,0.21802,0.8332265,0.035,6m,31,5410246,0.0,1,7825,0.0,32,5402421,-1.045,230692
NFJ,12.43,11927000,0.126,,0,1.032,1.059,24952000,,0.263,0.00556,0.09418,,0.0,5.26266,1166456704,94801600,1.0000001e-05,0.83417225,,6m,0,0,,0,,,0,0,,948
NGL^B
NGL^C
NHS,8.08,,,,105932112,2.691,2.754,22352360,54.484,0.862,0.04131,0.020499999,3100702,0.0,0.16631001,,25932600,0.0,1.077477,,6m,0,0,,0,,,0,0,,0
NI^B
NIM,8.85,339763,0.027,,0,4.017,4.017,4213244,,0.339,0.01729,0.00177,,0.0,0.05293,104871320,12446600,0.0,0.8846462,,6m,0,0,,0,,,0,0,,0
NIOBW
NKGN,0.862,8786000,0.401,-25365000,20034000,0.227,0.266,0,,0.0,,,,0.0,0.0,30116298,21889000,0.60488,,-1.187,6m,0,0,,0,,,0,0,,13240203
NKGNW,0.0675,8786000,0.401,-25365000,20034000,0.227,0.266,0,,0.0,,,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
NKX,11.57,,,,452722336,0.577,0.577,44218748,70.062,0.931,0.0179,-0.17052001,25257444,0.0,-2.7910101,923173632,47520300,0.0,0.8508604,,6m,0,0,,0,,,0,0,,0
NLY^F
NLY^G
NLY^I
NMI,9.16,849455,0.085,,0,1.089,1.089,4503481,,0.448,0.02478,0.03154,,0.0,0.64757,91218576,10051100,0.0,0.99945444,,6m,0,0,,0,,,0,0,,0
NMS,11.23,,,,,,,,,,,,,0.0,0.0,,5787060,0.0,,,6m,0,0,,0,,,0,0,,0
NMT,10.68,3046364,0.327,,73773176,13.591,13.591,7279263,65.262,0.781,0.01973,0.02463,-504528,0.0,0.38289002,170313712,9324620,0.0,0.88097006,,6m,0,0,,0,,,0,0,,0
NMTC,1.22,2680985,0.103,-13339339,153721,2.331,3.682,2815511,3.479,0.14,-1.09489,-2.14006,-8606600,0.0,0.0,29108466,25930900,0.122200005,6.853933,-2.182,6m,6,1029857,0.47,2,50000,0.023,8,979857,0.44799998,3168759
NMZ,10.58,1268073,0.011,,785253184,0.074,0.074,105083792,63.642,0.951,0.02734,-0.02535,-88362200,0.0,-0.29774,1734623360,110539000,4.0000003e-05,0.9478588,,6m,1,4900,,0,,,1,4900,-10.242,4421
NNAG,10.27,644531,0.064,,102610,1.212,1.688,,,,,,,0.0,0.0,102928328,7575000,0.05941,,,6m,0,0,,0,,,0,0,,598555
NNAGR,0.1796,644531,0.064,,102610,1.212,1.688,,,,,,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
NNAGU,10.48,644531,0.064,,102610,1.212,1.688,,,,,,,0.0,0.0,105044080,,0.0,,,6m,0,0,,0,,,0,0,,0
NNAGW,0.03,644531,0.064,,102610,1.212,1.688,,,,,,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
NNVC,1.21,5245374,0.445,-8947802,0,5.515,5.591,,,,-0.35952,-0.57896,-4666731,0.0,0.0,9007225,11779000,0.04618,1.1447493,-1.007,6m,0,0,,0,,,0,0,,543954
NNY,8.29,,,,423460,1.978,1.978,6813378,0.252,0.361,0.020639999,-0.07113,,0.0,-1.8461701,148678976,18886100,0.0,0.93334836,,6m,0,0,,0,,,0,0,,0
NOM,10.1399,800000,0.34,,18436914,0.906,0.906,1864106,68.462,0.793,0.019270001,-0.042859998,414728,0.0,-0.64303,41465596,2349990,0.0,0.88480806,,6m,0,0,,0,,,0,0,,0
NPAB,10.7888,257474,0.022,,200000,0.069,0.081,,,,-0.0058899997,,1587527,0.0,0.0,124206576,8267880,0.0,,,6m,0,0,,0,,,0,0,,0
NPV,11.05,4300927,0.24,,148036160,0.43,0.43,14984138,67.526,0.836,0.01948,-0.18299,5920683,0.0,0.0,341803136,17924700,0.0,0.9034421,,6m,0,0,,0,,,0,0,,0
NQP,11.74,3989223,0.107,,324089952,0.046,0.046,30723046,66.279,0.822,0.01844,-0.121190004,8195517,0.0,-2.0923,684588288,37222300,0.0,0.8975535,,6m,0,0,,0,,,0,0,,0
NRBO,6.29,25837000,5.325,-12436000,218000,5.472,5.537,,1.012,,-0.45756,-0.86087996,-2722750,0.0,0.0,4897344,4906030,0.38209,1.40214,-0.394,6m,0,0,,0,,,0,0,,1853734
NREF^A
NRK,10.88,,,,699438208,1.083,1.083,73943960,68.149,0.848,0.01895,-0.14552,-7665397,0.0,-2.22717,1508981888,87235296,0.0,0.92477685,,6m,0,0,,0,,,0,0,,0
NRO,3.28,,,,50000000,0.532,1.286,9991096,35.182,0.211,0.0233,-0.00818,3054734,0.0,-0.124069996,,47455800,0.0,1.0951586,,6m,0,0,,0,,,0,0,,0
NRT,5.34,974286,0.106,,0,2.12,2.12,12784670,,1.391,1.3547701,18.86726,-1345695,0.0,0.92428,48103464,9190590,0.00543,95.35714,,6m,0,0,,0,,,0,0,,49904
NRUC
NRXPW,0.1591,8902000,0.107,-33064000,10069000,0.461,0.677,,,,-1.08969,-6.82612,-14752250,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
NS^A
NS^B
NS^C
NSA^A
NSS,25.87,,,,,,,,,,,,,,
NSYS,11.55,699000,0.255,6042000,13104000,1.241,2.267,138896000,42.673,51.257,0.036170002,0.07271,4510250,0.0435,0.01541,44294804,2739380,0.67347,1.0387625,7.331,6m,0,0,,0,,,0,0,,1844888
NTRB,2.53,1265323,0.162,-4629192,2254381,1.999,2.786,2088236,39.472,0.266,-0.32056,-0.68428004,-1921940,-2.2168,-2.53021,20806928,8459870,0.52348,3.4705076,-4.495,6m,0,0,,0,,,0,0,,4100497
NTRBW,0.26,1265323,0.162,-4629192,2254381,1.999,2.786,2088236,39.472,0.266,-0.32056,-0.68428004,-1921940,-2.2168,-2.53021,,,,0.22589052,,6m,0,0,,0,,,0,0,,0
NTWK,2.85,15659516,1.375,8192,7794124,2.135,2.25,56776860,20.225,5.012,-0.025139999,-0.00074,-2993425,0.00014,-0.03683,28673632,11390900,0.20777,0.9421487,3500.199,6m,0,0,,0,,,0,0,,2366684
NURO,3.72,17997152,15.602,-7110245,92485,14.506,16.809,5901425,0.46,5.667,-0.19393998,-0.30056998,,-1.2048401,-1.1064299,-13613538,1500000,0.16034001,0.21358444,1.915,6m,78,768229,0.0,3,73760,0.0,81,694469,-1.363,184956
NUV,8.68,12245560,0.059,,21480000,1.307,1.307,82246712,1.19,0.396,0.02471,0.03032,,0.0,0.66796994,1810695424,207542000,0.0,0.9983897,,6m,0,0,,0,,,0,0,,0
NUW,13.63,,,,,,,,,,,,,0.0,0.0,,17951300,0.0,,,6m,0,0,,0,,,0,0,,0
NUWE,0.4961,4930000,1.511,-18347000,820000,2.124,3.221,8652000,10.461,7.367,-0.78137,-1.5187399,-17682750,-2.12055,-1.91817,-2490899,5682460,0.0012899999,0.1179786,0.136,6m,0,0,,0,,,0,0,,4210
NUZE,1.5,1373101,1.071,-8856016,409230,0.767,1.321,3348831,24.441,4.572,-0.70242995,-1.5326899,-3895876,-2.6445098,-2.6126902,958733,1281740,0.20261,0.6705409,-0.108,6m,0,0,,0,,,0,0,,259692
NVAC,11.2501,4519,0.001,,944118,0.001,0.32,,,,-0.0091699995,,845071,0.0,0.0,68746416,6027220,0.78705,,,6m,0,0,,0,,,0,0,,4743723
NVACW,0.0301,4519,0.001,,944118,0.001,0.32,,,,-0.0091699995,,845071,0.0,0.0,,,,4.2999997,,6m,0,0,,0,,,0,0,,0
NVFY,1.74,749009,0.458,-11312239,2286337,0.356,1.549,11062902,57.925,7.544,-0.49730998,-1.2887601,2277340,-1.02254,-1.07103,4381753,1634730,0.42641,0.6858494,-0.387,6m,0,0,,0,,,0,0,,697063
NVG,12.0,13342491,0.062,,1956716288,0.055,0.055,223060768,67.638,1.045,0.02199,-0.01741,,0.0,-0.23326999,4059380480,213522000,1.0000001e-05,0.88567424,,6m,0,0,,1,1277,0.374,1,-1277,-0.374,2135
NVOS,0.629,1640007,0.092,-7339847,4641044,0.392,0.624,13043957,19.932,0.966,-0.16049999,-0.63652,778766,-0.56270003,-1.07019,13865561,17748300,0.07442,0.4611437,-1.889,6m,0,0,,0,,,0,0,,1320829
NXDT^A
NXGL,2.81,3266000,0.571,-2764000,2375000,2.693,3.579,3531000,37.964,0.626,-0.17085,-0.36604,-3410750,-0.78278,-0.76664,15733537,5741090,0.22341,2.8184555,-5.692,6m,0,0,,0,,,0,0,,1277375
NXGLW,0.64,3266000,0.571,-2764000,2375000,2.693,3.579,3531000,37.964,0.626,-0.17085,-0.36604,-3410750,-0.78278,-0.76664,,,,3.950617,,6m,0,0,,0,,,0,0,,0
NXJ,12.09,8156156,0.197,,345916352,0.05,0.05,36116116,62.418,0.871,0.01998,-0.10887,14183858,0.0,-1.8036301,758812032,41264600,0.0,0.9049401,,6m,0,0,,0,,,0,0,,0
NXL,0.3477,3937202,0.529,-4788801,517635,3.301,3.561,128636,15.993,0.018,-0.46841,-0.95871,-2005337,0.0,0.0,-833874,7286560,0.23392001,0.7993103,0.174,6m,0,0,,0,,,0,0,,1739560
NXLIW,0.028,3937202,0.529,-4788801,517635,3.301,3.561,128636,15.993,0.018,-0.46841,-0.95871,-2005337,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
NXN,11.7,,,,665030,0.722,0.722,1957226,1.357,0.499,0.020869998,-0.075279996,,0.0,-1.99089,43799628,3924890,0.0,0.93734974,,6m,0,0,,0,,,0,0,,0
NXPL,1.35,26345704,1.407,-9097957,2771066,2.562,2.978,23753746,5.594,1.537,-0.15048,-0.11318,-5474935,-0.38301,-0.12720999,18051652,18724600,0.5533,0.7618511,-1.984,6m,0,0,,0,,,0,0,,10360319
NXPLW,0.5,26345704,1.407,-9097957,2771066,2.562,2.978,23753746,5.594,1.537,-0.15048,-0.11318,-5474935,-0.38301,-0.12720999,,,,,,6m,0,0,,0,,,0,0,,0
NXTP,1.18,2911300,0.49,-19543516,7004407,0.061,1.061,9041067,15.243,1.636,-0.12864,-0.56496,-14667861,-2.16164,0.0,17861172,5970170,0.61117,0.17059419,-0.914,6m,0,0,,0,,,0,0,,3630285
NXU,0.85,2028000,1.163,-55634000,7692000,0.45,0.498,117000,,0.614,-5.4412704,,-11390625,0.0,0.0,7145874,2863230,0.01656,,-0.128,6m,19,5327663,0.491,6,16146903,1.488,25,-10819240,-0.997,28870
NYCB^A
NYCB^U
NZF,12.11,11160687,0.058,,1688379520,0.197,0.197,192470848,72.878,0.994,0.02683,-0.0018799999,124227184,0.0,-0.021189999,4023277568,193728992,0.0,1.0126265,,6m,0,0,,0,,,0,0,,0
O^
OAK^A
OAK^B
OBLG,0.1569,6766000,0.453,-4571000,43000,5.409,5.92,4292000,0.646,1.701,-0.40043,-0.76413,-1279375,-1.065,-1.0205001,-4377671,16684600,0.00987,0.100965254,0.958,6m,0,0,,0,,,0,0,,147536
OCAX,10.85,28546,0.004,,3057500,0.006,0.017,,,,-0.0059399996,,-9117,0.0,0.0,85903608,3900720,0.0,,,6m,1,300000,1.536,1,495309,2.536,2,-195309,-1.0,0
OCAXW,0.064,28546,0.004,,3057500,0.006,0.017,,,,-0.0059399996,,-9117,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
OCC,3.385,1468709,0.186,1939536,11772635,1.374,4.51,72173752,47.62,9.159,0.0147,0.08816,-1143531,0.026870001,0.02863,37024036,7893680,0.34193,1.0807791,19.089,6m,0,0,,0,,,0,0,,2699086
OCEAW
OCTO,0.6314,3663658,0.845,-9682485,42433392,0.248,0.686,75824704,1555.628,38.468,-0.18353,-16.05299,-816988,-0.1277,-0.92527,41271004,4762650,0.1442,0.87572813,-4.262,6m,0,0,,0,,,0,0,,625209
OCX,3.02,14224000,1.722,-20584000,3074000,2.005,2.106,1463000,7.235,0.207,-0.12146,-0.33563998,-14605125,0.0,0.0,18720502,8260760,0.05768,0.6641742,-0.909,6m,0,0,,0,,,0,0,,476480
OESX,0.9272,4967000,0.153,-10928000,11384000,0.729,1.488,85799000,55.107,2.647,-0.12602,-0.62563,844750,-0.12737,-0.21441999,36608116,32561600,0.102460004,1.4601575,-3.35,6m,0,0,,0,,,0,0,,3336261
OGEN,1.44,5766644,2.244,-10367282,517757,4.138,5.573,37653,7.969,0.017,-0.52142,-0.93208003,-5569130,0.0,0.0,43750,4480690,0.23316999,0.75432163,-0.004,6m,0,0,,0,,,0,0,,599103
OLB,0.66,87783,0.006,-1211533,2351316,0.406,0.606,31624576,7.839,2.1,-0.13088,-0.24396,2954034,-0.038310003,-0.25896,12438473,18089400,0.42404997,0.33639145,-10.267,6m,0,0,,0,,,0,0,,6453152
OMIC,0.5591,191052992,2.603,-94896000,77005000,12.579,13.641,2595000,38.691,0.036,-0.19474001,-0.38942,-44181376,0.0,0.0,-73018720,73384496,0.14017999,0.20600589,0.769,6m,0,0,,0,,,0,0,,10287040
OMQS,0.4046,408000,0.038,-8428000,15441000,0.274,0.373,90754000,,11.697,-0.10743,,8106125,-0.09287,-0.17327999,19350876,10683600,0.17990999,,-2.296,6m,0,0,,0,,,0,0,,1919547
ONCO,0.2,7653975,0.422,-14025170,12920093,0.434,0.541,,126.217,,-0.30219,-1.01632,-18101304,0.0,0.0,8893721,22324600,0.22268999,,-0.634,6m,0,0,,0,,,0,0,,4039153
ONCT,9.5,40305000,13.67,,342000,7.859,8.248,659000,0.924,0.226,-0.4607,-0.79051,-20939624,0.0,0.0,-11952772,2959740,0.08444,0.7570927,,6m,84,23858537,0.0,9,39192,0.0,93,23819345,-1.011,248966
ONFO,0.4801,3373178,0.66,,2416323,1.089,1.164,5098858,43.517,0.997,-0.22262,-0.89706004,-526394,0.0,-1.67934,1496619,5110200,0.32784998,0.44167432,,6m,0,0,,0,,,0,0,,1675377
ONFOW,0.03,3373178,0.66,,2416323,1.089,1.164,5098858,43.517,0.997,-0.22262,-0.89706004,-526394,0.0,-1.67934,,,,0.034522437,,6m,0,0,,0,,,0,0,,0
ONTX,0.8989,25244000,1.202,-21554000,0,2.611,2.792,226000,,0.011,-0.38073003,-0.84296995,-10471250,0.0,0.0,-6364035,21003400,0.00681,1.3008683,0.295,6m,0,0,,0,,,0,0,,143033
ONVO,1.03,5295000,0.527,-19501000,1501000,3.134,3.671,242000,24.28,0.027,-0.72766,-1.34066,-10256625,0.0,0.0,6547229,10040100,0.03053,1.6401273,-0.336,6m,6,117642,0.564,1,19607,0.094,7,98035,0.47,306522
